Device Name,Time,Frequency,Today kWh,Today Cost,Month kWh,Month Cost,tCO2,Energy kWh,Line Voltage,Line Voltage,Power Factor,Average Power
II Year B-Wing,"Jul 05 2025, 18:00:00",50.06,0.63,6.30,36.32,363.20,0.03,5476920.00,248.14,0.14,-1.00,0.04
II Year B-Wing,"Jul 05 2025, 16:00:00",50.08,0.56,5.60,36.25,362.50,0.03,5476850.00,244.09,0.14,-0.99,0.03
II Year B-Wing,"Jul 05 2025, 15:00:00",50.05,0.53,5.30,36.22,362.20,0.03,5476820.00,239.17,0.14,-0.99,0.03
II Year B-Wing,"Jul 05 2025, 13:00:00",50.29,0.46,4.60,36.15,361.50,0.03,5476750.00,245.05,0.14,-0.99,0.03
II Year B-Wing,"Jul 05 2025, 12:00:00",50.06,0.42,4.20,36.11,361.10,0.03,5476710.00,240.40,0.15,-0.99,0.03
II Year B-Wing,"Jul 05 2025, 11:00:00",50.00,0.39,3.90,36.08,360.80,0.03,5476680.00,245.59,0.14,-0.99,0.03
II Year B-Wing,"Jul 05 2025, 10:00:00",50.04,0.35,3.50,36.04,360.40,0.03,5476640.00,243.12,0.15,-0.99,0.04
II Year B-Wing,"Jul 05 2025, 09:00:00",50.11,0.32,3.20,36.01,360.10,0.03,5476610.00,242.19,0.15,-1.00,0.04
II Year B-Wing,"Jul 05 2025, 08:00:00",50.13,0.28,2.80,35.97,359.70,0.03,5476570.00,243.08,0.15,-0.99,0.04
II Year B-Wing,"Jul 05 2025, 07:00:00",50.02,0.25,2.50,35.94,359.40,0.03,5476540.00,239.42,0.15,-0.99,0.03
II Year B-Wing,"Jul 05 2025, 06:00:00",50.02,0.21,2.10,35.90,359.00,0.03,5476500.00,241.21,0.15,-0.99,0.04
II Year B-Wing,"Jul 05 2025, 05:00:00",50.05,0.18,1.80,35.87,358.70,0.03,5476470.00,243.24,0.15,-1.00,0.04
II Year B-Wing,"Jul 05 2025, 04:00:00",49.95,0.14,1.40,35.83,358.30,0.03,5476430.00,244.22,0.14,-0.99,0.04
II Year B-Wing,"Jul 05 2025, 03:00:00",50.00,0.11,1.10,35.80,358.00,0.03,5476400.00,242.85,0.15,-0.99,0.04
II Year B-Wing,"Jul 05 2025, 02:00:00",50.02,0.07,0.70,35.76,357.60,0.03,5476360.00,242.36,0.15,-1.00,0.04
II Year B-Wing,"Jul 05 2025, 01:00:00",50.00,0.04,0.40,35.73,357.30,0.03,5476330.00,242.11,0.14,-1.00,0.03
II Year B-Wing,"Jul 04 2025, 23:00:00",50.06,10.55,105.50,35.66,356.60,0.03,5476260.00,242.09,0.15,-1.00,0.04
II Year B-Wing,"Jul 04 2025, 22:00:00",50.03,10.51,105.10,35.62,356.20,0.03,5476220.00,238.37,0.15,-0.99,0.04
II Year B-Wing,"Jul 04 2025, 21:00:00",50.03,10.47,104.70,35.58,355.80,0.03,5476180.00,238.32,0.15,-1.00,0.04
II Year B-Wing,"Jul 04 2025, 20:00:00",50.05,10.44,104.40,35.55,355.50,0.03,5476150.00,241.64,0.15,-0.99,0.04
II Year B-Wing,"Jul 04 2025, 19:00:00",50.07,10.40,104.00,35.51,355.10,0.03,5476110.00,240.76,0.15,-0.99,0.04
II Year B-Wing,"Jul 04 2025, 18:00:00",50.09,10.35,103.50,35.46,354.60,0.03,5476060.00,244.61,0.92,-1.00,0.22
II Year B-Wing,"Jul 04 2025, 17:00:00",49.97,10.12,101.20,35.23,352.30,0.03,5475830.00,244.40,0.75,-1.00,0.18
II Year B-Wing,"Jul 04 2025, 16:00:00",50.04,9.79,97.90,34.90,349.00,0.03,5475500.00,243.14,0.98,-1.00,0.24
II Year B-Wing,"Jul 04 2025, 15:00:00",49.95,9.08,90.80,34.19,341.90,0.03,5474790.00,239.17,5.31,-1.00,1.26
II Year B-Wing,"Jul 04 2025, 14:00:00",50.03,7.84,78.40,32.95,329.50,0.02,5473550.00,240.80,5.32,-1.00,1.27
II Year B-Wing,"Jul 04 2025, 13:00:00",50.21,6.56,65.60,31.67,316.70,0.02,5472270.00,241.15,5.32,-1.00,1.27
II Year B-Wing,"Jul 04 2025, 11:00:00",50.13,4.12,41.20,29.23,292.30,0.02,5469830.00,240.03,4.82,-1.00,1.15
II Year B-Wing,"Jul 04 2025, 10:00:00",50.07,3.03,30.30,28.14,281.40,0.02,5468740.00,241.78,4.71,-0.99,1.13
II Year B-Wing,"Jul 04 2025, 09:00:00",49.99,1.79,17.90,26.90,269.00,0.02,5467500.00,237.26,5.28,-1.00,1.24
II Year B-Wing,"Jul 04 2025, 08:00:00",50.06,0.65,6.50,25.76,257.60,0.02,5466360.00,239.27,3.92,-1.00,0.93
II Year B-Wing,"Jul 04 2025, 07:00:00",50.05,0.35,3.50,25.46,254.60,0.02,5466060.00,240.98,0.08,1.00,0.02
II Year B-Wing,"Jul 04 2025, 06:00:00",49.99,0.34,3.40,25.45,254.50,0.02,5466050.00,239.03,0.07,1.00,0.02
II Year B-Wing,"Jul 04 2025, 05:00:00",50.03,0.29,2.90,25.40,254.00,0.02,5466000.00,239.68,0.24,-1.00,0.06
II Year B-Wing,"Jul 04 2025, 04:00:00",50.06,0.23,2.30,25.34,253.40,0.02,5465940.00,241.74,0.23,-1.00,0.06
II Year B-Wing,"Jul 04 2025, 03:00:00",50.01,0.18,1.80,25.29,252.90,0.02,5465890.00,243.80,0.24,-1.00,0.06
II Year B-Wing,"Jul 04 2025, 02:00:00",49.96,0.12,1.20,25.23,252.30,0.02,5465830.00,241.16,0.24,-1.00,0.06
II Year B-Wing,"Jul 04 2025, 01:00:00",50.02,0.06,0.60,25.17,251.70,0.02,5465770.00,241.07,0.24,-1.00,0.06
II Year B-Wing,"Jul 03 2025, 23:00:00",50.04,9.27,92.70,25.06,250.60,0.02,5465660.00,242.20,0.24,-1.00,0.06
II Year B-Wing,"Jul 03 2025, 22:00:00",50.04,9.21,92.10,25.00,250.00,0.02,5465600.00,239.61,0.24,-1.00,0.06
II Year B-Wing,"Jul 03 2025, 21:00:00",49.96,9.16,91.60,24.95,249.50,0.02,5465550.00,239.93,0.23,-1.00,0.06
II Year B-Wing,"Jul 03 2025, 19:00:00",50.01,9.04,90.40,24.83,248.30,0.02,5465430.00,241.77,0.24,-1.00,0.06
II Year B-Wing,"Jul 03 2025, 18:00:00",50.08,9.02,90.20,24.81,248.10,0.02,5465410.00,242.94,0.08,1.00,0.02
II Year B-Wing,"Jul 03 2025, 17:00:00",50.06,9.00,90.00,24.79,247.90,0.02,5465390.00,238.28,0.08,1.00,0.02
II Year B-Wing,"Jul 03 2025, 16:00:00",50.07,8.97,89.70,24.76,247.60,0.02,5465360.00,237.41,0.91,-1.00,0.21
II Year B-Wing,"Jul 03 2025, 15:00:00",50.01,8.37,83.70,24.16,241.60,0.02,5464760.00,234.08,3.66,-1.00,0.85
II Year B-Wing,"Jul 03 2025, 14:00:00",50.00,7.37,73.70,23.16,231.60,0.02,5463760.00,232.92,4.18,-1.00,0.96
II Year B-Wing,"Jul 03 2025, 13:00:00",50.00,6.47,64.70,22.26,222.60,0.02,5462860.00,234.23,5.32,-1.00,1.24
II Year B-Wing,"Jul 03 2025, 12:00:00",50.03,5.29,52.90,21.08,210.80,0.02,5461680.00,234.03,4.78,-0.99,1.11
II Year B-Wing,"Jul 03 2025, 11:00:00",50.01,4.15,41.50,19.94,199.40,0.01,5460540.00,232.09,5.52,-1.00,1.27
II Year B-Wing,"Jul 03 2025, 10:00:00",49.97,2.91,29.10,18.70,187.00,0.01,5459300.00,234.71,5.62,-1.00,1.31
II Year B-Wing,"Jul 03 2025, 09:00:00",50.04,1.70,17.00,17.49,174.90,0.01,5458090.00,237.13,5.19,-0.99,1.22
II Year B-Wing,"Jul 03 2025, 08:00:00",50.02,0.54,5.40,16.33,163.30,0.01,5456930.00,237.53,3.99,-1.00,0.94
II Year B-Wing,"Jul 03 2025, 07:00:00",50.01,0.24,2.40,16.03,160.30,0.01,5456630.00,239.38,0.15,-1.00,0.04
II Year B-Wing,"Jul 03 2025, 06:00:00",50.04,0.21,2.10,16.00,160.00,0.01,5456600.00,239.95,0.15,-0.99,0.03
II Year B-Wing,"Jul 03 2025, 04:00:00",49.96,0.14,1.40,15.93,159.30,0.01,5456530.00,243.21,0.15,-0.99,0.04
II Year B-Wing,"Jul 03 2025, 03:00:00",49.98,0.10,1.00,15.89,158.90,0.01,5456490.00,242.61,0.15,-0.99,0.04
II Year B-Wing,"Jul 03 2025, 02:00:00",50.02,0.07,0.70,15.86,158.60,0.01,5456460.00,243.25,0.15,-0.99,0.04
II Year B-Wing,"Jul 03 2025, 01:00:00",50.03,0.03,0.30,15.82,158.20,0.01,5456420.00,242.24,0.15,-1.00,0.04
II Year B-Wing,"Jul 02 2025, 23:00:00",50.02,9.18,91.80,15.75,157.50,0.01,5456350.00,241.30,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 22:00:00",50.04,9.15,91.50,15.72,157.20,0.01,5456320.00,239.07,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 21:00:00",49.94,9.11,91.10,15.68,156.80,0.01,5456280.00,239.35,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 20:00:00",49.95,9.08,90.80,15.65,156.50,0.01,5456250.00,242.32,0.14,-0.99,0.03
II Year B-Wing,"Jul 02 2025, 19:00:00",50.04,9.04,90.40,15.61,156.10,0.01,5456210.00,238.87,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 18:00:00",49.92,9.01,90.10,15.58,155.80,0.01,5456180.00,243.72,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 17:00:00",49.91,8.95,89.50,15.52,155.20,0.01,5456120.00,242.47,0.75,-1.00,0.18
II Year B-Wing,"Jul 02 2025, 16:00:00",50.09,8.77,87.70,15.34,153.40,0.01,5455940.00,241.53,0.98,-1.00,0.23
II Year B-Wing,"Jul 02 2025, 15:00:00",50.00,8.21,82.10,14.78,147.80,0.01,5455380.00,240.79,4.34,-1.00,1.03
II Year B-Wing,"Jul 02 2025, 14:00:00",50.10,7.06,70.60,13.63,136.30,0.01,5454230.00,236.64,5.15,-1.00,1.21
II Year B-Wing,"Jul 02 2025, 13:00:00",50.07,5.94,59.40,12.51,125.10,0.01,5453110.00,241.57,4.35,-1.00,1.04
II Year B-Wing,"Jul 02 2025, 12:00:00",50.00,4.76,47.60,11.33,113.30,0.01,5451930.00,239.87,5.11,-1.00,1.22
II Year B-Wing,"Jul 02 2025, 11:00:00",50.03,3.47,34.70,10.04,100.40,0.01,5450640.00,238.05,5.30,-1.00,1.25
II Year B-Wing,"Jul 02 2025, 10:00:00",49.99,2.21,22.10,8.78,87.80,0.01,5449380.00,238.66,5.27,-1.00,1.25
II Year B-Wing,"Jul 02 2025, 09:00:00",49.99,0.95,9.50,7.52,75.20,0.01,5448120.00,239.07,4.27,-1.00,1.01
II Year B-Wing,"Jul 02 2025, 08:00:00",49.99,0.28,2.80,6.85,68.50,0.01,5447450.00,238.51,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 07:00:00",49.98,0.24,2.40,6.81,68.10,0.01,5447410.00,240.92,0.15,-1.00,0.04
II Year B-Wing,"Jul 02 2025, 06:00:00",49.98,0.21,2.10,6.78,67.80,0.01,5447380.00,238.37,0.15,-1.00,0.04
II Year B-Wing,"Jul 02 2025, 05:00:00",49.99,0.17,1.70,6.74,67.40,0.01,5447340.00,240.98,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 04:00:00",50.02,0.14,1.40,6.71,67.10,0.01,5447310.00,242.11,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 03:00:00",49.99,0.10,1.00,6.67,66.70,0.01,5447270.00,243.64,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 02:00:00",50.02,0.07,0.70,6.64,66.40,0.00,5447240.00,241.23,0.15,-0.99,0.04
II Year B-Wing,"Jul 02 2025, 01:00:00",49.97,0.03,0.30,6.60,66.00,0.00,5447200.00,242.35,0.15,-0.99,0.04
II Year B-Wing,"Jul 01 2025, 23:00:00",50.05,6.53,65.30,6.53,65.30,0.00,5447130.00,240.82,0.15,-0.99,0.04
II Year B-Wing,"Jul 01 2025, 22:00:00",50.04,6.50,65.00,6.50,65.00,0.00,5447100.00,238.42,0.15,-0.99,0.04
II Year B-Wing,"Jul 01 2025, 21:00:00",49.98,6.46,64.60,6.46,64.60,0.00,5447060.00,240.57,0.15,-0.99,0.03
II Year B-Wing,"Jul 01 2025, 20:00:00",50.06,6.42,64.20,6.42,64.20,0.00,5447020.00,243.56,0.15,-1.00,0.04
II Year B-Wing,"Jul 01 2025, 19:00:00",50.05,6.39,63.90,6.39,63.90,0.00,5446990.00,239.08,0.15,-1.00,0.04
II Year B-Wing,"Jul 01 2025, 18:00:00",49.99,6.35,63.50,6.35,63.50,0.00,5446950.00,240.99,0.15,-0.99,0.04
II Year B-Wing,"Jul 01 2025, 17:00:00",49.96,6.32,63.20,6.32,63.20,0.00,5446920.00,241.93,0.15,-1.00,0.04
II Year B-Wing,"Jul 01 2025, 16:00:00",50.14,6.25,62.50,6.25,62.50,0.00,5446850.00,242.34,0.75,-1.00,0.18
II Year B-Wing,"Jul 01 2025, 15:00:00",49.94,5.70,57.00,5.70,57.00,0.00,5446300.00,238.87,3.48,-1.00,0.82
II Year B-Wing,"Jul 01 2025, 14:00:00",49.98,4.89,48.90,4.89,48.90,0.00,5445490.00,238.15,3.49,-1.00,0.82
II Year B-Wing,"Jul 01 2025, 13:00:00",50.20,4.13,41.30,4.13,41.30,0.00,5444730.00,242.02,2.39,-1.00,0.58
II Year B-Wing,"Jul 01 2025, 12:00:00",50.08,3.29,32.90,3.29,32.90,0.00,5443890.00,243.87,4.71,-1.00,1.14
II Year B-Wing,"Jul 01 2025, 11:00:00",49.88,2.49,24.90,2.49,24.90,0.00,5443090.00,242.04,3.18,-1.00,0.76
II Year B-Wing,"Jul 01 2025, 10:00:00",50.03,1.73,17.30,1.73,17.30,0.00,5442330.00,239.59,3.19,-1.00,0.76
II Year B-Wing,"Jul 01 2025, 09:00:00",50.07,1.14,11.40,1.14,11.40,0.00,5441740.00,240.65,2.42,-1.00,0.58
II Year B-Wing,"Jul 01 2025, 08:00:00",50.03,0.58,5.80,0.58,5.80,0.00,5441180.00,238.85,1.60,-1.00,0.38
II Year B-Wing,"Jul 01 2025, 07:00:00",49.96,0.51,5.10,0.51,5.10,0.00,5441110.00,239.22,0.15,-1.00,0.04
II Year B-Wing,"Jul 01 2025, 06:00:00",50.02,0.44,4.40,0.44,4.40,0.00,5441040.00,237.68,0.31,-1.00,0.07
II Year B-Wing,"Jul 01 2025, 05:00:00",50.04,0.37,3.70,0.37,3.70,0.00,5440970.00,242.28,0.30,-1.00,0.07
II Year B-Wing,"Jul 01 2025, 04:00:00",50.06,0.30,3.00,0.30,3.00,0.00,5440900.00,241.77,0.30,-1.00,0.07
II Year B-Wing,"Jul 01 2025, 03:00:00",50.05,0.22,2.20,0.22,2.20,0.00,5440820.00,241.82,0.30,-1.00,0.07
II Year B-Wing,"Jul 01 2025, 02:00:00",49.97,0.15,1.50,0.15,1.50,0.00,5440750.00,245.61,0.30,-1.00,0.07
II Year B-Wing,"Jul 01 2025, 01:00:00",49.98,0.08,0.80,0.08,0.80,0.00,5440680.00,244.25,0.30,-1.00,0.07
